Timestamp,Current Position,Firm Name,Commercial or Federal Practice,Title Position,Country,Base Salary (USD),Estimated Annual Bonus (USD),Expected total compensation,Average hours per week of work,Received offer from other company this year
9/29/2021 23:32:39,Yes,Protiviti,Not Applicable or Don't Know,Senior Manager,United States of America,172000,23000,195000,40-49,No
9/29/2021 15:06:12,Yes,Deloitte,Not Applicable or Don't Know,Senior Manager,United States of America,175000,20000,195000,<40,No
9/29/2021 21:38:40,Yes,EY,Commercial/non-federal Practice,Senior Manager,United States of America,185000,10000,195000,50-59,Yes
10/1/2021 10:09:01,Yes,Accenture,Commercial/non-federal Practice,Senior Manager,United States of America,186000,10000,196000,40-49,No
9/29/2021 13:46:29,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,155000,42000,197000,50-59,No
9/29/2021 10:36:20,Yes,Kearney,Commercial/non-federal Practice,Consultant/Associate,United States of America,165000,32000,197000,70-79,No
10/5/2021 8:59:16,Yes,McKinsey,Not Applicable or Don't Know,Consultant/Associate,United States of America,165000,32000,197000,50-59,Yes
10/1/2021 11:56:35,Yes,Bain,Commercial/non-federal Practice,Consultant/Associate,United States of America,175000,22000,197000,60-69,No
9/30/2021 8:12:28,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,177000,20000,197000,70-79,No
9/29/2021 11:33:17,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,179000,18000,197000,50-59,No
9/29/2021 13:45:09,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,187000,10000,197000,40-49,No
9/30/2021 20:30:16,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,187000,10000,197000,60-69,No
10/1/2021 10:58:11,Yes,EY,Federal/government Practice,Senior Manager,United States of America,185000,12000,197000,50-59,No
9/29/2021 21:32:42,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,92500,105000,197500,50-59,Yes
10/1/2021 15:49:17,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,165000,32500,197500,50-59,No
10/2/2021 8:26:03,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,153000,45000,198000,50-59,No
10/1/2021 10:12:33,Yes,Strategy&,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,173000,25000,198000,40-49,Yes
10/5/2021 9:07:22,Yes,PwC,Not Applicable or Don't Know,Senior Manager,United States of America,179000,19000,198000,40-49,No
9/30/2021 0:28:24,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,166000,32500,198500,50-59,No
10/8/2021 7:32:23,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,189000,10000,199000,60-69,No
9/29/2021 13:25:39,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,162500,36600,199100,40-49,No
9/29/2021 20:38:02,Yes,West Monroe,Commercial/non-federal Practice,Manager,United States of America,177100,22000,199100,40-49,Yes
10/1/2021 14:44:32,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,89000,111000,200000,40-49,No
10/2/2021 5:11:26,Yes,Deloitte,Not Applicable or Don't Know,Consultant/Associate,United States of America,90000,110000,200000,50-59,Yes
9/29/2021 12:03:12,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,95000,105000,200000,40-49,Yes
9/29/2021 17:37:02,Yes,McKinsey,Not Applicable or Don't Know,Consultant/Associate,United States of America,165000,35000,200000,60-69,No
9/29/2021 12:19:38,Yes,Oliver Wyman,Commercial/non-federal Practice,Consultant/Associate,United States of America,170000,30000,200000,60-69,Yes
9/29/2021 23:38:04,Yes,BCG,Commercial/non-federal Practice,Consultant/Associate,United States of America,175000,25000,200000,60-69,No
10/1/2021 13:27:13,Yes,Bain,Commercial/non-federal Practice,Consultant/Associate,United States of America,175000,25000,200000,50-59,No
9/29/2021 23:36:22,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,175000,25000,200000,60-69,No
9/30/2021 20:30:36,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,175000,25000,200000,60-69,Yes
9/30/2021 9:38:09,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,180000,20000,200000,50-59,No
9/30/2021 20:07:28,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,185000,15000,200000,60-69,No
10/5/2021 12:44:34,Yes,Grant Thornton,Commercial/non-federal Practice,Manager,United States of America,195000,5000,200000,60-69,Yes
9/29/2021 12:04:55,Yes,Other or Boutique,Not Applicable or Don't Know,"Managing Director, Principal, Partner, or C-suite",United States of America,140000,60000,200000,40-49,No
9/30/2021 14:30:04,Yes,Other or Boutique,Commercial/non-federal Practice,"Managing Director, Principal, Partner, or C-suite",United States of America,190000,10000,200000,40-49,No
10/1/2021 8:38:56,Yes,Other or Boutique,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,160000,40000,200000,40-49,No
9/29/2021 20:23:53,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,175000,25000,200000,70-79,No
9/30/2021 21:59:01,Yes,Deloitte,Federal/government Practice,Senior Manager,United States of America,170000,30000,200000,50-59,No
10/1/2021 23:27:14,Yes,Accenture,Commercial/non-federal Practice,Senior Manager,United States of America,190000,10000,200000,50-59,No
10/5/2021 11:18:51,No,,,,United States of America,155000,45000,200000,40-49,No
10/1/2021 13:52:22,No,,,,United States of America,160000,40000,200000,60-69,Yes
10/5/2021 13:47:08,No,,,,United States of America,180000,20000,200000,40-49,Yes
9/30/2021 8:30:34,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,175900,25000,200900,50-59,No
9/29/2021 13:00:44,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,181000,20000,201000,50-59,No
10/2/2021 9:37:23,Yes,Deloitte,Federal/government Practice,Senior Manager,United States of America,165000,36000,201000,40-49,No
9/30/2021 19:48:31,Yes,Kearney,Commercial/non-federal Practice,Consultant/Associate,United States of America,168000,33600,201600,60-69,No
9/29/2021 19:39:51,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,182000,20000,202000,50-59,No
9/29/2021 11:15:49,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,187000,15000,202000,40-49,No
9/30/2021 12:05:47,Yes,Strategy&,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,176000,26000,202000,60-69,No
9/30/2021 16:04:16,Yes,EY Parthenon,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,180000,22000,202000,50-59,No
9/30/2021 15:09:49,Yes,FTI,Commercial/non-federal Practice,Senior Manager,United States of America,179500,22500,202000,50-59,Yes
9/29/2021 17:00:09,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,94100,108100,202200,40-49,No
10/1/2021 13:29:30,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,175000,28000,203000,40-49,No
9/30/2021 16:48:45,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,183000,20000,203000,40-49,No
10/5/2021 20:59:29,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,185000,18500,203500,40-49,No
9/30/2021 7:29:25,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,192000,12000,204000,50-59,No
9/29/2021 12:03:46,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,102000,102000,204000,<40,No
9/29/2021 13:51:32,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,169000,35000,204000,60-69,No
9/29/2021 12:19:25,Yes,Roland Berger,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,170000,34000,204000,50-59,No
10/1/2021 14:09:41,Yes,Roland Berger,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,170000,34000,204000,50-59,No
9/29/2021 11:49:16,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,170000,35000,205000,40-49,No
9/29/2021 19:43:58,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,170000,35000,205000,60-69,Yes
9/29/2021 21:01:53,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,190000,15000,205000,<40,No
9/30/2021 13:48:13,Yes,LEK,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,135000,70000,205000,60-69,No
9/30/2021 15:59:33,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,160000,45000,205000,40-49,No
9/30/2021 15:59:35,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,160000,45000,205000,40-49,No
10/2/2021 6:50:40,Yes,Deloitte,Federal/government Practice,Senior Manager,United States of America,175000,30000,205000,40-49,No
9/29/2021 17:58:37,No,,,,United States of America,175000,30000,205000,60-69,No
9/30/2021 23:19:14,Yes,Accenture,Federal/government Practice,Senior Manager,United States of America,175500,30000,205500,40-49,No
10/5/2021 19:26:44,Yes,PwC,Commercial/non-federal Practice,Consultant/Associate,United States of America,96000,110000,206000,40-49,No
10/5/2021 11:48:33,Yes,Protiviti,Not Applicable or Don't Know,"Managing Director, Principal, Partner, or C-suite",United States of America,182000,24000,206000,40-49,No
10/5/2021 8:44:36,Yes,Strategy&,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,176000,30000,206000,60-69,No
9/29/2021 17:47:00,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,172000,35000,207000,50-59,No
9/30/2021 16:22:20,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,172000,35000,207000,50-59,No
9/30/2021 11:01:31,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,195000,12000,207000,40-49,No
9/29/2021 17:11:50,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,197000,10000,207000,60-69,No
9/29/2021 14:21:05,Yes,PwC,Commercial/non-federal Practice,Senior Manager,United States of America,172000,35000,207000,50-59,No
10/1/2021 11:43:27,Yes,Other or Boutique,Federal/government Practice,Senior Manager,United States of America,198000,9000,207000,60-69,No
9/30/2021 7:13:13,Yes,McKinsey,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,179000,30000,209000,80,No
9/29/2021 19:45:43,Yes,Deloitte,Commercial/non-federal Practice,Senior Manager,United States of America,189200,20000,209200,40-49,No
9/30/2021 9:20:57,Yes,Bain,Commercial/non-federal Practice,Consultant/Associate,United States of America,165000,45000,210000,50-59,Yes
9/29/2021 18:15:31,Yes,Bain,Commercial/non-federal Practice,Consultant/Associate,United States of America,175000,35000,210000,60-69,Yes
10/2/2021 0:35:08,Yes,EY Parthenon,Commercial/non-federal Practice,Consultant/Associate,United States of America,190000,20000,210000,50-59,No
10/1/2021 15:17:41,Yes,Independent Consultant,Federal/government Practice,Consultant/Associate,United States of America,210000,0,210000,<40,No
10/5/2021 16:38:37,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,160000,50000,210000,50-59,No
9/29/2021 16:39:45,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,170000,40000,210000,50-59,Yes
9/30/2021 14:57:04,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,170000,40000,210000,60-69,Yes
9/29/2021 20:05:55,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,185000,25000,210000,60-69,No
9/29/2021 14:51:17,Yes,EY,Not Applicable or Don't Know,Manager,United States of America,190000,20000,210000,70-79,Yes
9/30/2021 11:35:23,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,190000,20000,210000,70-79,No
9/30/2021 20:02:50,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,190000,20000,210000,60-69,No
9/29/2021 12:56:29,Yes,Other or Boutique,Commercial/non-federal Practice,"Managing Director, Principal, Partner, or C-suite",United States of America,200000,10000,210000,50-59,No
9/30/2021 16:19:30,Yes,McKinsey,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,180000,30000,210000,50-59,No
9/29/2021 15:51:09,Yes,EY Parthenon,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,190000,20000,210000,50-59,No
9/29/2021 13:01:00,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,145000,65000,210000,40-49,No
9/30/2021 15:28:11,No,,,,United States of America,165000,45000,210000,40-49,No
9/29/2021 13:37:18,No,,,,United States of America,170000,40000,210000,60-69,No
9/30/2021 17:29:18,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,166000,45000,211000,50-59,No
9/29/2021 12:37:30,Yes,Accenture,Commercial/non-federal Practice,Senior Manager,United States of America,200000,11000,211000,50-59,No
9/29/2021 14:08:17,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,190000,22000,212000,50-59,No
9/30/2021 22:53:32,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,192000,20000,212000,40-49,No
9/29/2021 12:48:09,Yes,Guidehouse/Navigant,Commercial/non-federal Practice,Manager,United States of America,195000,17000,212000,<40,No
9/29/2021 22:54:25,Yes,EY Parthenon,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,180000,32000,212000,60-69,No
9/30/2021 0:31:01,Yes,Other or Boutique,Not Applicable or Don't Know,Senior Manager,United States of America,165000,47500,212500,40-49,Yes
10/1/2021 10:18:42,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,175000,38000,213000,<40,Yes
9/29/2021 20:12:33,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,204000,10000,214000,40-49,No
9/29/2021 11:55:32,Yes,McKinsey,Commercial/non-federal Practice,Consultant/Associate,United States of America,165000,50000,215000,80,No
9/30/2021 1:53:30,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,145000,70000,215000,50-59,No
10/5/2021 11:20:48,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,155000,60000,215000,50-59,No
9/29/2021 17:12:13,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,165000,50000,215000,50-59,No
9/29/2021 12:06:31,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,200000,15000,215000,50-59,No
